city,date,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,wind_max_kmh,humidity_pct,weather_code
Faisalabad,2024-08-25,35.1,27.4,30.9,0.1,13.6,71,51
Faisalabad,2024-08-26,35.0,27.5,31.5,0.0,12.6,69,3
Faisalabad,2024-08-27,32.5,27.4,29.1,11.9,20.5,76,65
Faisalabad,2024-08-28,30.5,24.6,26.8,23.9,16.6,86,65
Faisalabad,2024-08-29,31.3,24.3,26.3,37.9,20.9,89,65
Faisalabad,2024-08-30,31.0,23.7,26.8,38.7,18.7,86,63
Faisalabad,2024-08-31,33.5,24.0,28.7,0.0,8.9,78,1
Faisalabad,2024-09-01,34.2,25.8,30.1,0.0,8.0,75,0
Faisalabad,2024-09-02,34.2,26.4,29.4,6.9,11.9,80,63
Faisalabad,2024-09-03,31.5,24.3,27.5,24.2,15.2,85,65
Faisalabad,2024-09-04,32.8,24.7,28.2,0.3,6.0,80,51
Faisalabad,2024-09-05,32.8,24.9,28.8,0.3,14.1,78,51
Faisalabad,2024-09-06,33.7,25.3,29.7,0.2,13.4,75,51
Faisalabad,2024-09-07,32.8,25.4,28.8,1.0,14.5,78,55
Faisalabad,2024-09-08,34.0,25.2,29.3,0.0,7.9,74,0
Faisalabad,2024-09-09,35.2,25.3,30.2,0.0,6.6,70,1
Faisalabad,2024-09-10,34.7,25.8,29.9,1.7,12.1,72,61
Faisalabad,2024-09-11,34.7,25.6,29.9,0.0,17.3,74,3
Faisalabad,2024-09-12,37.0,25.8,31.3,0.0,12.7,66,1
Faisalabad,2024-09-13,36.7,26.4,31.0,0.0,14.0,64,0
Faisalabad,2024-09-14,35.2,26.5,30.2,0.0,13.3,63,1
Faisalabad,2024-09-15,34.0,24.9,29.6,0.0,12.6,64,1
Faisalabad,2024-09-16,36.6,25.5,30.4,0.0,7.2,61,1
Faisalabad,2024-09-17,37.0,25.7,30.7,0.0,11.1,55,2
Faisalabad,2024-09-18,37.1,25.4,30.9,0.0,10.5,53,1
Faisalabad,2024-09-19,36.0,25.2,29.6,0.4,15.1,60,51
Faisalabad,2024-09-20,36.5,24.5,30.3,0.0,9.2,56,0
Faisalabad,2024-09-21,36.9,26.5,31.5,0.0,10.4,54,0
Faisalabad,2024-09-22,37.8,27.2,32.3,0.0,11.2,55,0
Faisalabad,2024-09-23,38.7,27.5,32.8,0.0,8.2,54,1
Faisalabad,2024-09-24,38.8,27.8,33.1,0.0,9.8,53,1
Faisalabad,2024-09-25,37.8,28.5,32.9,0.0,10.3,54,3
Faisalabad,2024-09-26,37.0,28.3,31.7,0.0,21.2,62,1
Faisalabad,2024-09-27,34.8,26.0,30.4,0.4,15.0,68,51
Faisalabad,2024-09-28,33.2,23.8,28.4,18.8,21.7,75,65
Faisalabad,2024-09-29,32.7,23.5,28.4,6.1,11.1,75,63
Faisalabad,2024-09-30,34.4,24.7,29.1,0.0,11.2,75,2
Faisalabad,2024-10-01,35.7,24.9,29.9,0.0,9.2,70,0
Faisalabad,2024-10-02,36.2,25.0,29.8,0.0,13.5,67,0
Faisalabad,2024-10-03,35.6,23.2,29.0,0.0,9.8,66,0
Faisalabad,2024-10-04,35.9,24.0,29.1,0.0,12.1,61,0
Faisalabad,2024-10-05,34.8,23.5,27.8,0.6,14.7,64,53
Faisalabad,2024-10-06,34.2,21.7,27.1,0.0,21.1,67,2
Faisalabad,2024-10-07,33.2,21.7,27.6,0.0,7.9,67,3
Faisalabad,2024-10-08,30.2,22.1,25.4,7.7,24.7,75,63
Faisalabad,2024-10-09,32.5,21.1,26.3,0.0,8.2,58,2
Faisalabad,2024-10-10,32.8,20.2,26.6,0.0,8.8,54,0
Faisalabad,2024-10-11,33.8,20.8,27.0,0.0,11.2,52,0
Faisalabad,2024-10-12,34.0,21.4,27.0,0.0,9.8,53,0
Faisalabad,2024-10-13,34.3,21.2,26.8,0.0,10.7,52,0
Faisalabad,2024-10-14,34.3,19.7,26.7,0.0,10.8,50,0
Faisalabad,2024-10-15,34.5,20.8,27.1,0.0,9.7,47,0
Faisalabad,2024-10-16,34.5,20.0,26.3,0.0,11.5,52,3
Faisalabad,2024-10-17,34.8,20.1,26.6,0.0,10.3,53,0
Faisalabad,2024-10-18,34.0,21.0,26.6,0.0,9.5,57,0
Faisalabad,2024-10-19,33.5,20.4,26.3,0.0,9.9,61,0
Faisalabad,2024-10-20,33.2,21.0,26.3,0.0,12.4,60,0
Faisalabad,2024-10-21,33.3,19.8,26.0,0.0,9.4,62,0
Faisalabad,2024-10-22,33.2,19.9,26.0,0.0,11.2,61,0
Faisalabad,2024-10-23,32.7,19.9,26.1,0.2,12.6,60,51
Faisalabad,2024-10-24,33.3,19.9,26.1,0.0,8.8,59,0
Faisalabad,2024-10-25,33.9,20.6,26.5,0.0,11.1,58,0
Faisalabad,2024-10-26,35.1,21.4,27.4,0.0,9.9,57,0
Faisalabad,2024-10-27,34.2,20.9,27.2,0.0,9.4,63,0
Faisalabad,2024-10-28,33.7,21.6,26.9,0.0,12.3,59,1
Faisalabad,2024-10-29,33.8,22.2,27.4,0.0,14.2,59,2
Faisalabad,2024-10-30,31.1,22.5,25.7,0.0,29.3,59,3
Faisalabad,2024-10-31,33.0,20.4,25.6,0.0,12.4,56,0
Faisalabad,2024-11-01,33.3,18.6,25.3,0.0,11.9,47,0
Faisalabad,2024-11-02,32.4,17.1,24.3,0.0,9.1,56,3
Faisalabad,2024-11-03,32.2,18.6,24.4,0.0,8.5,52,2
Faisalabad,2024-11-04,32.2,17.8,24.5,0.0,10.2,55,0
Faisalabad,2024-11-05,31.5,19.5,24.7,0.0,12.2,59,0
Faisalabad,2024-11-06,31.6,18.4,24.3,0.0,8.3,65,0
Faisalabad,2024-11-07,31.1,19.1,24.5,0.0,9.6,68,0
Faisalabad,2024-11-08,30.5,19.2,24.1,0.0,7.9,73,2
Faisalabad,2024-11-09,29.7,19.1,23.5,0.0,8.3,74,0
Faisalabad,2024-11-10,29.9,18.7,23.4,0.0,8.2,75,1
Faisalabad,2024-11-11,29.9,18.7,22.8,0.1,12.4,77,51
Faisalabad,2024-11-12,27.5,17.0,21.9,0.0,9.9,79,1
Faisalabad,2024-11-13,28.4,17.8,22.6,0.0,7.6,73,3
Faisalabad,2024-11-14,29.0,18.2,22.8,0.0,9.8,67,3
Faisalabad,2024-11-15,29.0,17.5,22.1,3.4,20.1,66,61
Faisalabad,2024-11-16,23.5,15.7,19.1,3.0,10.6,82,61
Faisalabad,2024-11-17,24.5,14.9,19.1,0.0,7.3,77,3
Faisalabad,2024-11-18,24.8,14.9,19.1,0.0,6.8,68,3
Faisalabad,2024-11-19,24.5,13.6,18.6,0.0,6.0,69,0
Faisalabad,2024-11-20,24.7,13.2,18.5,0.0,6.2,73,1
Faisalabad,2024-11-21,24.8,13.9,18.8,0.0,7.9,71,0
Faisalabad,2024-11-22,24.7,13.9,18.7,0.0,8.5,70,3
Faisalabad,2024-11-23,24.0,14.4,18.4,0.1,12.3,70,51
Faisalabad,2024-11-24,23.4,14.3,18.1,0.0,12.1,75,1
Faisalabad,2024-11-25,23.9,13.4,18.2,0.0,8.2,70,1
Faisalabad,2024-11-26,24.6,14.0,18.5,0.0,9.2,66,0
Faisalabad,2024-11-27,24.3,12.7,18.2,0.0,5.8,69,0
Faisalabad,2024-11-28,24.5,13.1,18.3,0.0,8.4,71,0
Faisalabad,2024-11-29,24.4,13.4,18.3,0.0,7.9,71,3
Faisalabad,2024-11-30,22.5,13.1,17.7,1.2,8.3,78,51
Faisalabad,2024-12-01,23.5,13.1,17.8,0.0,6.3,72,0
Faisalabad,2024-12-02,24.0,14.5,18.5,0.4,6.9,75,51
Faisalabad,2024-12-03,23.4,13.9,18.1,0.0,8.8,74,3
Faisalabad,2024-12-04,23.0,12.2,16.8,0.0,9.7,59,0
Faisalabad,2024-12-05,23.0,10.3,16.0,0.0,6.9,58,0
Faisalabad,2024-12-06,22.5,10.2,15.7,0.0,7.3,61,0
Faisalabad,2024-12-07,22.1,8.3,15.1,0.0,10.6,63,0
Faisalabad,2024-12-08,15.9,9.8,12.9,0.9,14.3,64,53
Faisalabad,2024-12-09,19.5,8.2,13.1,0.0,7.6,62,0
Faisalabad,2024-12-10,19.0,6.2,12.4,0.0,6.4,58,0
Faisalabad,2024-12-11,19.2,6.4,12.7,0.0,5.8,62,0
Faisalabad,2024-12-12,19.2,6.9,12.5,0.0,5.4,62,2
Faisalabad,2024-12-13,20.1,7.6,12.9,0.0,11.5,54,3
Faisalabad,2024-12-14,20.2,7.3,13.0,0.0,11.0,56,3
Faisalabad,2024-12-15,19.4,7.6,13.0,0.0,8.0,67,3
Faisalabad,2024-12-16,19.1,5.8,12.3,0.0,4.3,68,0
Faisalabad,2024-12-17,19.5,7.3,13.0,0.0,4.9,68,0
Faisalabad,2024-12-18,19.8,7.1,12.9,0.0,5.2,70,3
Faisalabad,2024-12-19,18.9,5.7,12.1,0.0,7.4,73,0
Faisalabad,2024-12-20,18.0,6.8,11.7,0.0,6.4,74,0
Faisalabad,2024-12-21,18.7,6.2,12.2,0.0,6.1,71,3
Faisalabad,2024-12-22,18.5,7.8,12.9,0.0,7.3,71,3
Faisalabad,2024-12-23,16.8,8.5,12.1,0.5,14.7,81,51
Faisalabad,2024-12-24,18.0,6.8,12.2,0.0,7.8,79,3
Faisalabad,2024-12-25,19.3,7.0,12.9,0.0,7.4,73,0
Faisalabad,2024-12-26,20.4,7.8,13.6,0.0,7.3,69,1
Faisalabad,2024-12-27,19.8,7.3,13.1,0.0,9.0,74,3
Faisalabad,2024-12-28,17.0,7.6,11.5,0.0,6.5,90,3
Faisalabad,2024-12-29,18.2,6.9,11.8,0.0,8.9,84,3
Faisalabad,2024-12-30,18.5,8.2,12.4,0.0,8.8,78,3
Faisalabad,2024-12-31,17.5,6.6,11.4,0.0,4.7,85,3
Faisalabad,2025-01-01,17.5,6.6,11.1,0.0,6.0,88,3
Faisalabad,2025-01-02,18.0,8.4,12.2,0.0,6.7,82,3
Faisalabad,2025-01-03,18.2,7.4,12.1,0.0,4.5,82,3
Faisalabad,2025-01-04,18.1,6.7,11.7,0.0,7.1,89,3
Faisalabad,2025-01-05,17.0,7.4,11.6,0.0,6.6,92,3
Faisalabad,2025-01-06,17.5,8.3,12.0,0.0,9.7,87,3
Faisalabad,2025-01-07,19.1,7.2,12.3,0.0,10.3,64,0
Faisalabad,2025-01-08,19.6,7.8,13.0,0.0,10.1,65,0
Faisalabad,2025-01-09,19.8,7.0,12.6,0.0,5.8,75,0
Faisalabad,2025-01-10,18.0,4.9,11.1,0.0,7.6,87,3
Faisalabad,2025-01-11,14.9,6.5,10.2,1.0,10.6,90,53
Faisalabad,2025-01-12,17.5,9.4,12.7,0.0,10.8,82,3
Faisalabad,2025-01-13,18.8,8.4,12.9,0.0,9.4,73,0
Faisalabad,2025-01-14,19.1,8.4,13.2,0.0,10.0,71,3
Faisalabad,2025-01-15,18.9,7.1,12.8,0.0,5.9,75,0
Faisalabad,2025-01-16,18.6,8.1,12.6,0.0,10.3,73,1
Faisalabad,2025-01-17,18.3,7.2,12.2,0.0,7.7,82,3
Faisalabad,2025-01-18,18.5,8.9,12.8,0.0,7.6,74,3
Faisalabad,2025-01-19,17.5,6.7,11.7,0.0,5.1,83,3
Faisalabad,2025-01-20,19.0,7.9,13.0,0.0,9.5,70,3
Faisalabad,2025-01-21,19.9,8.9,13.6,0.0,7.8,69,1
Faisalabad,2025-01-22,20.2,9.8,14.3,0.1,13.7,66,51
Faisalabad,2025-01-23,20.7,9.2,14.5,0.8,9.3,62,53
Faisalabad,2025-01-24,21.6,8.4,14.4,0.0,10.8,45,0
Faisalabad,2025-01-25,22.3,8.4,14.3,0.0,11.3,49,0
Faisalabad,2025-01-26,22.9,8.8,15.0,0.0,9.7,50,0
Faisalabad,2025-01-27,22.5,8.1,14.8,0.0,8.9,60,0
Faisalabad,2025-01-28,22.9,8.6,15.6,0.0,9.3,56,1
Faisalabad,2025-01-29,20.6,10.3,15.3,0.0,11.8,67,3
Faisalabad,2025-01-30,21.4,12.6,16.1,0.0,10.6,57,3
Faisalabad,2025-01-31,22.1,10.1,15.7,0.0,7.2,52,0
Faisalabad,2025-02-01,21.7,9.6,14.9,0.0,11.9,62,1
Faisalabad,2025-02-02,21.8,8.9,15.1,0.0,8.9,66,0
Faisalabad,2025-02-03,22.5,9.4,15.4,0.0,11.3,54,0
Faisalabad,2025-02-04,21.5,9.8,14.9,0.0,10.1,61,0
Faisalabad,2025-02-05,21.6,9.2,15.0,0.0,8.9,55,1
Faisalabad,2025-02-06,21.5,9.0,15.2,0.0,10.6,50,3
Faisalabad,2025-02-07,22.8,10.6,16.4,0.0,11.9,35,3
Faisalabad,2025-02-08,23.7,11.8,17.1,0.1,11.0,47,51
Faisalabad,2025-02-09,24.6,10.3,17.3,0.0,5.7,54,3
Faisalabad,2025-02-10,25.0,11.9,18.2,0.0,10.0,52,3
Faisalabad,2025-02-11,23.4,12.4,17.6,0.0,9.0,60,2
Faisalabad,2025-02-12,24.1,10.7,17.4,0.0,9.4,52,3
Faisalabad,2025-02-13,24.8,11.2,17.5,0.0,9.7,48,3
Faisalabad,2025-02-14,24.5,11.1,17.8,0.0,7.4,50,3
Faisalabad,2025-02-15,24.2,15.2,19.4,1.0,16.2,53,55
Faisalabad,2025-02-16,26.0,14.6,19.6,0.0,10.7,55,3
Faisalabad,2025-02-17,25.8,13.9,19.5,0.0,9.0,56,3
Faisalabad,2025-02-18,26.0,14.2,20.2,0.0,8.9,49,3
Faisalabad,2025-02-19,25.8,14.4,18.7,1.7,16.4,56,53
Faisalabad,2025-02-20,16.5,11.6,14.2,14.1,12.1,89,63
Faisalabad,2025-02-21,19.4,9.6,14.2,0.1,9.0,83,51
Faisalabad,2025-02-22,22.5,11.7,16.9,0.0,10.5,67,3
Faisalabad,2025-02-23,24.5,12.1,17.7,0.0,8.5,65,0
Faisalabad,2025-02-24,25.5,12.2,18.7,0.0,7.0,63,3
Faisalabad,2025-02-25,21.4,14.9,17.6,3.4,14.3,79,55
Faisalabad,2025-02-26,26.8,15.6,20.0,0.7,12.1,74,53
Faisalabad,2025-02-27,21.8,15.6,17.4,7.2,12.4,89,61
Faisalabad,2025-02-28,22.8,14.3,17.5,6.5,12.1,85,63
Faisalabad,2025-03-01,21.5,12.0,16.1,0.0,9.4,83,3
Faisalabad,2025-03-02,23.2,11.6,17.2,0.0,8.7,64,1
Faisalabad,2025-03-03,22.1,13.9,17.0,3.8,12.5,71,61
Faisalabad,2025-03-04,19.8,10.4,14.7,0.6,20.9,73,53
Faisalabad,2025-03-05,23.0,10.4,16.5,0.0,15.7,54,1
Faisalabad,2025-03-06,26.2,11.6,18.7,0.0,10.1,51,3
Faisalabad,2025-03-07,29.0,12.9,20.6,0.0,10.5,48,3
Faisalabad,2025-03-08,30.2,15.8,22.7,0.0,8.4,40,3
Faisalabad,2025-03-09,31.7,16.1,23.9,0.0,12.3,40,3
Faisalabad,2025-03-10,31.9,19.5,24.6,0.0,15.7,47,3
Faisalabad,2025-03-11,27.6,17.6,22.3,0.0,13.5,52,3
Faisalabad,2025-03-12,28.6,17.1,22.6,0.0,15.3,57,3
Faisalabad,2025-03-13,28.5,17.3,22.6,0.4,12.7,55,51
Faisalabad,2025-03-14,24.0,16.8,20.2,2.7,21.1,64,53
Faisalabad,2025-03-15,26.0,14.4,19.3,3.0,11.5,70,61
Faisalabad,2025-03-16,25.9,13.8,20.2,0.1,11.3,61,51
Faisalabad,2025-03-17,29.1,16.0,22.4,0.0,8.8,46,1
Faisalabad,2025-03-18,30.9,17.0,24.0,0.0,8.6,42,3
Faisalabad,2025-03-19,30.1,19.5,23.8,0.0,10.8,44,3
Faisalabad,2025-03-20,30.6,17.1,23.9,0.0,10.1,42,3
Faisalabad,2025-03-21,32.0,17.5,25.4,0.0,12.3,33,0
Faisalabad,2025-03-22,32.5,18.9,25.5,0.0,12.0,35,2
Faisalabad,2025-03-23,34.8,17.6,26.3,0.0,7.6,31,3
Faisalabad,2025-03-24,35.0,18.7,26.9,0.0,11.0,31,2
Faisalabad,2025-03-25,35.5,20.5,27.4,0.0,13.6,35,3
Faisalabad,2025-03-26,35.6,22.1,28.6,0.0,18.9,34,3
Faisalabad,2025-03-27,31.3,19.0,25.7,0.0,19.4,36,1
Faisalabad,2025-03-28,26.9,16.5,21.6,0.0,20.2,15,0
Faisalabad,2025-03-29,29.7,14.9,22.6,0.0,13.2,21,3
Faisalabad,2025-03-30,32.8,17.1,25.1,0.0,10.1,19,2
Faisalabad,2025-03-31,34.2,18.3,26.4,0.0,11.3,18,0
Faisalabad,2025-04-01,34.8,19.1,27.3,0.0,11.5,18,0
Faisalabad,2025-04-02,35.8,20.8,28.5,0.0,14.2,18,2
Faisalabad,2025-04-03,33.0,20.6,26.4,0.0,19.2,25,3
Faisalabad,2025-04-04,34.2,18.9,26.6,0.0,11.7,29,2
Faisalabad,2025-04-05,37.3,21.1,29.5,0.0,10.4,23,2
Faisalabad,2025-04-06,40.2,24.2,32.2,0.0,9.2,23,3
Faisalabad,2025-04-07,41.2,25.4,33.4,0.0,13.2,24,3
Faisalabad,2025-04-08,41.5,26.3,33.0,0.0,20.0,28,3
Faisalabad,2025-04-09,39.8,25.5,32.4,0.0,15.5,30,3
Faisalabad,2025-04-10,39.3,25.6,31.5,0.0,19.0,29,3
Faisalabad,2025-04-11,33.7,24.1,27.8,0.1,19.7,41,51
Faisalabad,2025-04-12,34.8,21.2,28.4,0.0,10.3,40,1
Faisalabad,2025-04-13,37.0,22.5,30.1,0.0,9.0,33,0
Faisalabad,2025-04-14,39.9,25.8,32.8,0.0,11.4,29,0
Faisalabad,2025-04-15,41.0,25.3,33.3,0.0,13.8,29,1
Faisalabad,2025-04-16,41.6,25.1,33.1,0.0,26.2,31,3
Faisalabad,2025-04-17,39.3,24.4,31.8,0.0,12.7,38,1
Faisalabad,2025-04-18,40.2,27.6,33.5,0.1,22.2,32,51
Faisalabad,2025-04-19,40.5,25.6,32.9,0.0,18.2,27,3
Faisalabad,2025-04-20,38.4,23.0,31.0,0.0,18.1,29,0
Faisalabad,2025-04-21,39.7,21.0,31.6,0.0,13.6,17,3
